	index	sentence	origin	lang
515	4	It has title of art garden	142	it
516	5	It has title of Huanxiu Villa	154	it
517	6	It has title of City God Temple	175	it
518	7	It has title of Quyuan	177	it
519	8	It has title of Tianxiang Xiaozhu	186	it
520	9	It has title of Dongshengli	193	it
521	10	It has title of Kunqu Opera Museum	199	it
522	11	It has title of Jiachen Lane Brick Tower	214	it
523	12	It has title of twin towers	217	it
524	13	It has title of Coupling Garden	237	it
525	14	It has title of Ride a balance bike at Jinji Lake	349	it
526	15	It has title of Ride a balance bike at Jinji Lake	350	it
527	16	It has title of Suzhou Center	351	it
528	17	It has title of First beat in 2021	410	it
529	18	It has title of Wuzhong Museum	426	it
530	19	It has title of Tantai Lake Park	513	it
531	20	It has title of temple	611	it
532	21	It has title of tower	612	it
533	22	It has title of @ 捞 葉 锅 Cuisine	1168	it
534	23	It has title of Raisin Egg Waffle@	1169	it
535	24	It has title of @ 捞 葉 锅 Cuisine	1242	it
536	25	It has title of Humble Administrator's Garden	1526	it
537	31	It has title of Suzhou Sun Plaza Hotel	2535	it
538	0	It has title of G for Garden	105	other
539	1	It has tags of china, china, chinese, garden, suzhou, chinese	108	other
540	4	It has tags of garden	132	other
541	5	It has tags of garden	135	other
542	6	Laure and China and 2007	139	other
543	7	It has title of Suzhou_01	139	other
544	8	Laure and China and 2007	140	other
545	9	It has title of Suzhou_02	140	other
546	10	Laure and China and 2007	141	other
547	11	It has title of Suzhou_03	141	other
548	12	It has tags of dji, suzhou, jiangsu, peoplesrepublicofchina	351	other
549	13	It has title of Canglang Pavilion	361	other
550	14	It has tags of sony vsco	361	other
551	15	It has tags of sony vsco	363	other
552	16	It has title of Canglang Pavilion	370	other
553	17	It has tags of sony, vsco, nature, architecture, design	370	other
554	18	It has title of Suzhou	399	other
555	19	It has title of Homemade	409	other
556	20	It has title of Suzhou	412	other
557	21	It has tags of china, chine, suzhou	412	other
558	22	It has tags of china, suzhou	523	other
559	23	It has title of Suzhou, Shan Tang st.	524	other
560	24	It has tags of china, suzhou	524	other
561	45	It has title of Suzhou 8	550	other
562	58	Lion Grove Garden	563	other
563	101	It has tags of suzhou, china, jiangsu	611	other
564	102	It has tags of suzhou, china, jiangsu	612	other
565	104	It has title of Mirror	621	other
566	121	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	652	other
567	131	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	661	other
568	133	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	662	other
569	135	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	663	other
570	137	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	664	other
571	139	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	665	other
572	141	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	666	other
573	143	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	667	other
574	145	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	668	other
575	147	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	669	other
576	149	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	670	other
577	151	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	671	other
578	153	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	672	other
579	155	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	673	other
580	157	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	674	other
581	159	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	675	other
582	161	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	676	other
583	177	It has tags of china, jiangsu, pingjiang, suzhou, peoplesrepublicofchina	691	other
584	184	It has tags of china, jiangsu, pingjiang, suzhou, peoplesrepublicofchina	697	other
585	194	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	706	other
586	196	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	707	other
587	198	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	708	other
588	201	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	710	other
589	231	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	739	other
590	233	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	740	other
591	235	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	741	other
592	237	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	742	other
593	239	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	743	other
594	241	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	744	other
595	243	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	745	other
596	245	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	746	other
597	247	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	747	other
598	249	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	748	other
599	251	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	749	other
600	253	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	750	other
601	255	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	751	other
602	257	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	752	other
603	259	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	753	other
604	268	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	761	other
605	277	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	769	other
606	286	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	777	other
607	290	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	780	other
608	319	It has title of Suzhou	812	other
609	320	It has tags of jiangsu, suzhou, jinjihu, peoplesrepublicofchina	818	other
610	321	It has title of Lotus@Jinji Lake Suzhou	819	other
611	322	It has title of Lotus@Jinji Lake Suzhou	822	other
612	323	It has tags of lotus, suzhou, jiangsu, peoplesrepublicofchina	822	other
613	324	It has title of Lotus@Jinji Lake Suzhou	823	other
614	325	It has tags of suzhou, jiangsu, peoplesrepublicofchina, lotus	823	other
615	342	It has title of Suzhou	1002	other
616	343	It has tags of suzhou, jiangsu, china	1002	other
617	386	It has title of Panmen Gate Park	1139	other
618	387	It has title of Garden	1140	other
619	389	It has title of Shanghai	1144	other
620	391	It has tags of suzhouindustrialparkdongfangzhimen	1174	other
621	523	It has title of China	1313	other
622	524	Suzhou , China	1314	other
623	525	It has title of Beautiful China	1314	other
624	526	It has tags of china, suzhou, night	1314	other
625	527	It has title of Old room	1316	other
626	529	It has tags of china, shanghai, sony	1352	other
627	531	It has tags of china, shanghai, sony	1353	other
628	533	It has tags of china, shanghai, sony	1354	other
629	535	It has tags of china, shanghai, sony	1355	other
630	537	It has tags of china, shanghai, sony	1356	other
631	539	It has tags of china, shanghai, sony	1357	other
632	540	It has title of Shanghai 2018	1358	other
633	541	It has tags of red	1358	other
634	544	It has title of hidden gold	1386	other
635	545	It has title of Autumn	1387	other
636	546	It has tags of china, suzhou, central, hotel	1391	other
637	547	It has tags of china, suzhou, central, hotel	1392	other
638	548	It has tags of china, suzhou	1393	other
639	549	It has tags of china, suzhou, central, hotel	1394	other
640	550	It has tags of china, suzhou	1395	other
641	551	It has tags of china, suzhou	1396	other
642	552	It has tags of china, suzhou	1397	other
643	553	It has tags of china, suzhou	1398	other
644	554	It has tags of china, suzhou	1399	other
645	555	It has tags of china, suzhou	1400	other
646	556	It has tags of china, suzhou	1401	other
647	557	It has tags of china, suzhou	1402	other
648	558	It has tags of china, suzhou	1403	other
649	559	It has tags of china, suzhou	1404	other
650	560	It has tags of china, suzhou	1405	other
651	561	It has tags of china, suzhou	1406	other
652	562	It has tags of china, suzhou	1407	other
653	563	It has tags of china, suzhou	1409	other
654	564	It has tags of china, suzhou	1410	other
655	565	It has tags of china, suzhou	1411	other
656	566	It has tags of china, suzhou	1412	other
657	567	It has tags of china, suzhou	1413	other
658	568	It has tags of china, suzhou	1414	other
659	569	It has tags of china, suzhou	1415	other
660	570	It has tags of china, suzhou	1416	other
661	571	It has tags of china, suzhou	1417	other
662	572	It has tags of china, suzhou	1418	other
663	573	It has tags of china, suzhou	1419	other
664	574	It has tags of china, suzhou	1420	other
665	575	It has tags of china, suzhou	1421	other
666	576	It has tags of china, suzhou	1422	other
667	577	It has tags of china, suzhou	1423	other
668	578	It has tags of china, suzhou	1424	other
669	579	It has tags of china, suzhou	1425	other
670	580	It has tags of china, suzhou	1426	other
671	581	It has tags of china, suzhou	1427	other
672	582	It has tags of china, suzhou	1428	other
673	583	It has tags of china, suzhou	1429	other
674	584	It has tags of china, suzhou	1430	other
675	585	It has tags of china, suzhou	1431	other
676	586	It has tags of china, suzhou	1432	other
677	587	It has tags of china, suzhou	1433	other
678	588	It has tags of china, suzhou	1434	other
679	589	It has tags of china, suzhou	1435	other
680	590	It has tags of china, suzhou	1436	other
681	591	It has tags of china, suzhou	1437	other
682	592	It has tags of china, suzhou	1438	other
683	593	It has tags of china, suzhou	1439	other
684	594	It has tags of china, suzhou	1440	other
685	595	It has tags of china, suzhou	1441	other
686	596	It has tags of china, suzhou	1442	other
687	597	It has tags of china, suzhou	1443	other
688	598	It has tags of china, suzhou	1444	other
689	599	It has tags of china, suzhou	1445	other
690	600	It has tags of china, suzhou	1446	other
691	601	It has tags of china, suzhou	1447	other
692	602	It has tags of china, suzhou	1448	other
693	603	It has tags of china, suzhou	1449	other
694	604	It has tags of china, suzhou	1450	other
695	605	It has tags of china, suzhou	1451	other
696	606	It has tags of china, suzhou	1452	other
697	607	It has tags of china, suzhou	1453	other
698	608	It has tags of china, suzhou	1454	other
699	609	It has tags of china, suzhou	1455	other
700	610	It has tags of china, suzhou	1456	other
701	611	It has tags of china, suzhou	1457	other
702	612	It has tags of china, suzhou	1458	other
703	613	It has tags of china, suzhou	1459	other
704	614	It has tags of china, suzhou	1460	other
705	615	It has tags of china, suzhou	1461	other
706	616	It has tags of china, suzhou	1462	other
707	617	It has tags of china, suzhou	1463	other
708	618	It has tags of china, suzhou	1464	other
709	619	It has tags of china, suzhou	1465	other
710	620	It has tags of china, suzhou	1466	other
711	621	It has tags of china, suzhou	1467	other
712	622	It has tags of china, suzhou	1468	other
713	623	It has tags of china, suzhou	1469	other
714	624	It has tags of china, suzhou	1470	other
715	625	It has tags of china, suzhou	1471	other
716	626	It has tags of china, suzhou	1472	other
717	627	It has tags of china, suzhou	1473	other
718	628	It has tags of china, suzhou	1474	other
719	629	It has title of Suzhou Silk Mill	1483	other
720	630	It has title of Suzhou Silk Mill	1484	other
721	631	It has title of Suzhou Silk Mill	1486	other
722	632	It has title of Suzhou	1531	other
723	633	It has tags of suzhou, jeans, china	1551	other
724	634	It has tags of suzhou, jeans, china	1552	other
725	635	It has tags of suzhou, jeans, china	1553	other
726	636	It has tags of suzhou, jeans, china	1554	other
727	637	It has tags of suzhou, jeans, china	1555	other
728	638	It has tags of suzhou, jeans, china	1556	other
729	639	It has tags of suzhou, jeans, china	1557	other
730	640	It has tags of suzhou, jeans, china	1558	other
731	641	It has tags of suzhou, jeans, china	1559	other
732	642	It has tags of suzhou, jeans, china	1560	other
733	643	It has tags of suzhou, jeans, china	1561	other
734	644	It has tags of suzhou, jeans, china	1562	other
735	645	It has tags of suzhou, jeans, china	1563	other
736	684	It has title of Shanghai18_124	1887	other
737	685	It has title of Shanghai18_108	1888	other
738	686	It has title of Shanghai18_106	1889	other
739	687	It has title of Shanghai18_103	1890	other
740	704	It has tags of suzhou, china, humble, administrator, garden	1908	other
741	706	It has tags of suzhou, china, humble, administrator, garden	1909	other
742	708	It has tags of suzhou, china, humble, administrator, garden	1910	other
743	710	It has tags of suzhou, china, humble, administrator, garden	1911	other
744	712	It has tags of suzhou, china	1912	other
745	714	It has tags of suzhou, china	1913	other
746	716	It has tags of suzhou, china	1914	other
747	718	It has tags of suzhou, china	1915	other
748	720	It has tags of suzhou, china	1916	other
749	722	It has tags of suzhou, china	1917	other
750	724	It has tags of suzhou, china	1918	other
751	726	It has tags of suzhou, china	1919	other
752	728	It has tags of suzhou, china	1920	other
753	730	It has tags of suzhou, china	1921	other
754	732	It has tags of suzhou, china	1922	other
755	734	It has tags of suzhou, china	1923	other
756	736	It has tags of suzhou, china	1924	other
757	738	It has tags of suzhou, china	1925	other
758	741	It has tags of suzhou, china	1927	other
759	754	It has title of image	1942	other
760	764	It has title of Sūzhōu	2099	other
761	773	It has tags of china, places	2115	other
762	775	It has tags of china, places	2116	other
763	777	It has tags of china, places	2117	other
764	890	Lingering garden, Suzhou, China	2331	other
765	930	It has title of Autumn nostalgia	2418	other
766	931	It has tags of autumn	2418	other
767	932	It has title of mmexport1512464899652	2437	other
768	933	It has title of mmexport1512464923705	2438	other
769	934	It has title of Silk Workers	2439	other
770	940	It has title of Vase details, Humble Administrator Garden - Suzhou, Garden	2445	other
771	941	It has tags of china, dragon, vase, suzhou, garden	2445	other
772	951	It has tags of hangzhou, china	2458	other
773	953	It has tags of hangzhou, china	2459	other
774	955	It has tags of china, hangzhou	2460	other
775	957	It has tags of hangzhou, china	2461	other
776	959	It has tags of hangzhou, china	2462	other
777	961	It has tags of hangzhou, china	2463	other
778	963	It has tags of hangzhou, china	2464	other
779	965	It has tags of hangzhou, china	2465	other
780	967	It has tags of hangzhou, china	2466	other
781	969	It has tags of hangzhou, china	2467	other
782	971	It has tags of hangzhou, china	2468	other
783	973	It has tags of hangzhou, china	2469	other
784	975	It has tags of hangzhou, china	2470	other
785	977	It has tags of china, hangzhou	2471	other
786	1025	Suzhou Shu China	2738	other
787	1026	It has title of Barber	2738	other
788	1027	It has title of Suzhou Shu	2739	other
789	1028	It has title of Walkway	2740	other
790	1099	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2858	other
791	1101	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2859	other
792	1104	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2861	other
793	1106	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2862	other
794	1137	It has tags of china, jiangsu, pingjiang, suzhou, peoplesrepublicofchina	2893	other
795	1145	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	2900	other
796	1147	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	2901	other
797	1154	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2907	other
798	1156	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	2908	other
799	1159	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	2910	other
800	1162	It has tags of arts, centre, china, culture, jiangsu, suzhou, peoplesrepublicofchina	2912	other
801	1172	It has tags of china, jiangsu, jinji, lake, suzhou, peoplesrepublicofchina	2921	other
802	1173	Battle of Peitsang 05	2941	other
803	1174	It has tags of news, china, war	2941	other
804	1196	2018 Nov Nanjing Jiangsu China	3055	other
805	1198	It has tags of china, jiangsu	3055	other
806	1199	2018 Nov Nanjing Jiangsu China	3056	other
807	1201	It has tags of china, jiangsu	3056	other
808	1245	It has tags of china, shanghai, sony	3108	other
809	1247	It has tags of china, shanghai, sony	3109	other
810	1249	It has tags of china, shanghai, sony	3110	other
811	1250	It has title of Freshmeat	3131	other
812	1251	It has title of Fireball	3139	other
813	1252	It has tags of chinasuzhou	3139	other
814	1253	It has tags of red	3162	other
815	1254	It has tags of china, suzhou	3171	other
816	1255	It has tags of china, suzhou	3172	other
817	1256	It has tags of china, suzhou	3173	other
818	1257	It has tags of china, suzhou	3174	other
819	1258	It has tags of china, suzhou	3175	other
820	1259	It has tags of china, suzhou	3176	other
821	1260	It has tags of china, suzhou	3177	other
822	1261	It has tags of china, suzhou	3178	other
823	1262	It has tags of china, suzhou	3179	other
824	1263	It has tags of china, suzhou	3180	other
825	1264	It has tags of china, suzhou	3181	other
826	1265	It has tags of china, suzhou	3182	other
827	1266	It has tags of china, suzhou	3183	other
828	1267	It has tags of china, suzhou	3184	other
829	1268	It has tags of china, suzhou	3185	other
830	1269	It has tags of china, suzhou	3186	other
831	1270	It has tags of china, suzhou	3187	other
832	1271	It has tags of china, suzhou	3188	other
833	1272	It has tags of china, suzhou	3189	other
834	1273	It has tags of china, suzhou	3190	other
835	1277	It has tags of suzhou, china, masterofnetsgarden	3254	other
836	1282	It has tags of suzhou, china, masterofnetsgarden	3258	other
837	1284	It has tags of suzhou, china, masterofnetsgarden	3259	other
838	1286	It has tags of suzhou, china, masterofnetsgarden	3260	other
839	1289	It has tags of suzhou, china, masterofnetsgarden	3262	other
840	1292	It has tags of suzhou, china, masterofnetsgarden	3264	other
841	1297	It has tags of suzhou, china, masterofnetsgarden	3268	other
842	1299	It has tags of suzhou, china, masterofnetsgarden	3269	other
843	1304	It has tags of suzhou, china, masterofnetsgarden	3273	other
844	1306	It has tags of suzhou, china, humble, administrator, garden	3274	other
845	1308	It has tags of suzhou, china, humble, administrator, garden	3275	other
846	1310	It has tags of suzhou, china, humble, administrator, garden	3276	other
847	1312	It has tags of suzhou, china, humble, administrator, garden	3277	other
848	1314	It has tags of suzhou, china	3278	other
849	1322	It has tags of china, places	3314	other
850	1324	It has tags of china, places	3315	other
851	1327	It has tags of suzhou, china, masterofnetsgarden	3319	other
852	1329	It has tags of suzhou, china, masterofnetsgarden	3320	other
853	1331	It has tags of suzhou, china, masterofnetsgarden	3321	other
854	1333	It has tags of suzhou, china, masterofnetsgarden	3322	other
855	1335	It has tags of suzhou, china, humble, administrator, garden	3323	other
856	1377	It has tags of suzhou, jiangsu, jiangnan, china, xt, fuji, fujifilm, fujifilmxf	3369	other
857	1378	It has tags of suzhou, jiangsu, jiangnan, china, xt, fuji, fujifilm, fujifilmxf	3370	other
858	1379	It has tags of suzhou, jiangsu, jiangnan, china, xt, fuji, fujifilm, fuji	3371	other
859	1380	It has tags of suzhou, jiangsu, jiangnan, china, xt, fuji, fujifilm, fujifilmxf	3373	other
860	1383	It has tags of hangzhou, china	3415	other
861	1385	It has tags of hangzhou, china	3416	other
862	1403	It has title of Suzhou day1	3446	other
863	1404	It has title of barber, Suzhou	3448	other
864	1405	It has tags of china, jiangsu, suzhou, zh, barber, cn	3448	other
865	1406	It has title of barber, Suzhou	3449	other
866	1407	It has title of Changmen gate, Suzhou	3450	other
867	1408	It has tags of china, jiangsu, suzhou, zh, gate, cn	3450	other
868	1409	It has title of pagoda, Suzhou	3451	other
869	1410	It has tags of china, jiangsu, suzhou, zh, pagoda, cn	3451	other
870	1411	It has title of Suzhou	3452	other
871	1412	It has tags of china, jiangsu, suzhou, zh, skyline, cn	3452	other
872	1442	It has title of Xuanmiao temple, Suzhou	3484	other
873	1443	It has tags of china, jiangsu, suzhou, zh, temple, cn	3484	other
874	1444	Ieoh Ming Pei, 2006	3485	other
875	1445	It has title of Suzhou museum	3485	other
876	1446	Ieoh Ming Pei, 2006	3486	other
877	1447	It has title of Suzhou museum	3486	other
878	1448	It has title of Zhuozheng yuan, Suzhou	3487	other
879	1449	It has tags of china, jiangsu, suzhou, zh, cn	3487	other
880	1450	Ieoh Ming Pei, 2006	3488	other
881	1451	It has title of Suzhou museum	3488	other
882	1452	It has title of Zhuozheng yuan, Suzhou	3489	other
883	1453	It has tags of china, jiangsu, suzhou, zh, garden, tree, cn	3489	other
884	1454	It has title of Zhuozheng yuan, Suzhou	3490	other
885	1455	It has title of Zhuozheng yuan, Suzhou	3491	other
886	1456	It has title of Zhuozheng yuan, Suzhou	3492	other
887	1457	It has tags of china, jiangsu, suzhou, zh, garden, pond, cn	3492	other
888	1458	It has title of Zhuozheng yuan, Suzhou	3493	other
889	1461	It has tags of china	3563	other
890	1463	It has tags of suzhoushi, jiangsusheng, china, cn	3564	other
891	1465	It has tags of suzhoushi, jiangsusheng, china, cn	3565	other
892	1467	It has tags of suzhoushi, jiangsusheng, china, cn	3566	other
893	1469	It has tags of suzhoushi, jiangsusheng, china, cn	3568	other
894	1471	It has tags of suzhoushi, jiangsusheng, china, cn	3569	other
895	1473	It has tags of suzhoushi, jiangsusheng, china, cn	3570	other
896	1475	It has tags of suzhoushi, jiangsusheng, china, cn	3571	other
897	1477	It has tags of suzhoushi, jiangsusheng, china, cn	3572	other
898	1479	It has tags of suzhoushi, jiangsusheng, china, cn	3573	other
899	1481	It has tags of suzhoushi, jiangsusheng, china, cn	3574	other
900	1483	It has tags of suzhoushi, jiangsusheng, china, cn	3575	other
901	1485	It has tags of suzhoushi, jiangsusheng, china, cn	3576	other
902	1487	It has tags of suzhoushi, jiangsusheng, china, cn	3577	other
903	1489	It has tags of suzhoushi, jiangsusheng, china, cn	3578	other
904	1510	2018 Nov Nanjing Jiangsu China	3643	other
905	1512	It has tags of china, jiangsu	3643	other
906	1513	2018 Nov Nanjing Jiangsu China	3644	other
907	1515	It has tags of china, jiangsu	3644	other
908	1550	It has tags of china, shanghai, sony	3680	other
909	1551	It has tags of china, suzhou	3692	other
910	1554	It has tags of suzhou, jeans, china	3700	other
911	1555	It has tags of suzhou, jeans, china	3701	other
912	1556	It has tags of suzhou, jeans, china	3702	other
913	1557	It has tags of suzhou, jeans, china	3703	other
914	1558	It has tags of suzhou, jeans, china	3704	other
915	1559	It has tags of suzhou, jeans, china	3705	other
916	1560	It has tags of suzhou, jeans, china	3706	other
917	1573	It has tags of china, places	3814	other
918	1576	It has tags of china, places	3816	other
919	1578	It has tags of china, places	3817	other
920	1580	It has tags of china, places	3818	other
921	1582	It has tags of china, places	3819	other
922	1584	It has tags of china, places	3820	other
923	1586	It has tags of china, places	3821	other
924	1588	It has tags of china, places	3822	other
925	1590	It has tags of china, places	3823	other
926	1592	It has tags of china, places	3824	other
927	1594	It has tags of china, places	3825	other
928	1596	It has tags of china, places	3826	other
929	1598	It has tags of china, places	3827	other
930	1600	It has tags of china, places	3828	other
931	1602	It has tags of china, places	3829	other
932	1604	It has tags of china, places	3830	other
933	1606	It has tags of china, places	3831	other
934	1608	It has tags of china, places	3832	other
935	1610	It has tags of china, places	3833	other
936	1612	It has tags of china, places	3834	other
937	1614	It has tags of china, places	3835	other
938	1616	It has tags of china, places	3836	other
939	1618	It has tags of china, places	3837	other
940	1620	It has tags of china, places	3838	other
941	1622	It has tags of china, places	3839	other
942	1624	It has tags of china, places	3840	other
943	1626	It has tags of china, places	3841	other
944	1628	It has tags of china, places	3842	other
945	1630	It has tags of china, places	3843	other
946	1632	It has tags of china, places	3844	other
947	1634	It has tags of china, places	3845	other
948	1636	It has tags of china, places	3846	other
949	1638	It has tags of china, places	3847	other
950	1640	It has tags of china, places	3848	other
951	1642	It has tags of china, places	3849	other
952	1644	It has tags of china, places	3850	other
953	1646	It has tags of china, places	3863	other
954	1648	It has tags of china, places	3864	other
955	1670	It has tags of suzhou, china, gardens	3902	other
956	1671	It has tags of suzhou, china	3918	other
957	1675	It has title of Emptiness	4013	other
958	1676	It has title of Suzhou 7	4014	other
959	1677	It has title of Suzhou 5	4015	other
960	1678	It has title of Suzhou 3	4016	other
961	1679	It has title of Suzhou 2	4017	other
962	1680	It has title of Suzhou 1	4018	other
963	1682	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	4019	other
964	1685	It has tags of center, central, china, jiangsu, plaza, square, suzhou, peoplesrepublicofchina	4021	other
965	1712	It has tags of china, places	4055	other
966	1714	It has tags of china, places	4056	other
967	1716	It has tags of china, places	4057	other
968	1718	It has tags of china, places	4058	other
969	1720	It has tags of china, places	4059	other
970	1722	It has tags of china, places	4060	other
971	1724	It has tags of china, places	4061	other
972	1726	It has tags of china, places	4062	other
973	1728	It has tags of china, places	4063	other
974	1730	It has tags of china, places	4064	other
975	1732	It has tags of china, places	4065	other
976	1742	It has tags of china, places	4078	other
977	1744	It has tags of china, places	4079	other
978	1748	It has tags of china, places	4082	other
979	1761	It has tags of suzhoushi, jiangsusheng, china, cn	4116	other
980	1763	It has tags of suzhoushi, jiangsusheng, china, cn	4117	other
981	1764	Canglang Pavilion 20171120 adam0730	4129	other
982	1773	It has tags of chinasuzhou	4139	other
983	1774	It has tags of cinasuzhouautumn	4140	other
